code_r;desig_r;dif;jour;month;mois;annee;num_man;code_p;design_p;poste;type_nav;nom_nav;sejour;num_gros;pavilion
503;CHELIFF 6;00:30:20;1;11;Novembre;2012;33;1;ENTREE;POSTE 26;RO/RO;TELEGHMA;23;20121218;ALGERIE
505;CAP CARBON;00:30:20;1;11;Novembre;2012;33;1;ENTREE;POSTE 26;RO/RO;TELEGHMA;23;20121218;ALGERIE
506;CAP SIGLI;00:30:20;1;11;Novembre;2012;33;1;ENTREE;POSTE 26;RO/RO;TELEGHMA;23;20121218;ALGERIE
505;CAP CARBON;00:30:08;1;11;Novembre;2012;34;2;SORTIE;POSTE 19;NAVIRE CARBURANT;SOPHIA;1;20121209;ILES MARSHALL
506;CAP SIGLI;00:30:08;1;11;Novembre;2012;34;2;SORTIE;POSTE 19;NAVIRE CARBURANT;SOPHIA;1;20121209;ILES MARSHALL
503;CHELIFF 6;00:30:00;1;11;Novembre;2012;35;1;ENTREE;POSTE 19;CARGO;COSTIS;0;20121213;SAINT-VINCENT ET GRENADINE
503;CHELIFF 6;00:40:12;1;11;Novembre;2012;36;2;SORTIE;POSTE 01;HUILIER;BARBARICA;8;20121180;ITALIE
505;CAP CARBON;00:40:12;1;11;Novembre;2012;36;2;SORTIE;POSTE 01;HUILIER;BARBARICA;8;20121180;ITALIE
506;CAP SIGLI;00:40:12;1;11;Novembre;2012;36;2;SORTIE;POSTE 01;HUILIER;BARBARICA;8;20121180;ITALIE
503;CHELIFF 6;00:25:00;1;11;Novembre;2012;37;2;SORTIE;POSTE 19;CARGO;COSTIS;0;20121213;SAINT-VINCENT ET GRENADINE
503;CHELIFF 6;00:35:00;1;11;Novembre;2012;38;2;SORTIE;POSTE 22;CARGO;BF LETICIA;1;20121146;ANTIGUA ET BARBUDA
505;CAP CARBON;00:35:00;1;11;Novembre;2012;38;2;SORTIE;POSTE 22;CARGO;BF LETICIA;1;20121146;ANTIGUA ET BARBUDA
506;CAP SIGLI;00:35:00;1;11;Novembre;2012;38;2;SORTIE;POSTE 22;CARGO;BF LETICIA;1;20121146;ANTIGUA ET BARBUDA
505;CAP CARBON;00:45:00;1;11;Novembre;2012;39;1;ENTREE;POSTE 22;PORTE CONTENEURS;CONSOUTH;2;20121165;ANTIGUA ET BARBUDA
506;CAP SIGLI;00:45:00;1;11;Novembre;2012;39;1;ENTREE;POSTE 22;PORTE CONTENEURS;CONSOUTH;2;20121165;ANTIGUA ET BARBUDA
505;CAP CARBON;00:40:01;1;11;Novembre;2012;40;2;SORTIE;POSTE 17;PORTE CONTENEURS;SADAN BAYRAKTAR;2;20121193;TURQUIE
506;CAP SIGLI;00:40:01;1;11;Novembre;2012;40;2;SORTIE;POSTE 17;PORTE CONTENEURS;SADAN BAYRAKTAR;2;20121193;TURQUIE
505;CAP CARBON;00:55:00;2;11;Novembre;2012;41;2;SORTIE;POSTE 17;PORTE CONTENEURS;SEA BREEZE;0;20121206;ANTIGUA ET BARBUDA
506;CAP SIGLI;00:55:00;2;11;Novembre;2012;41;2;SORTIE;POSTE 17;PORTE CONTENEURS;SEA BREEZE;0;20121206;ANTIGUA ET BARBUDA
505;CAP CARBON;00:25:00;2;11;Novembre;2012;42;2;SORTIE;POSTE 13;CARGO;VELSERDIEP;3;20121167;PAYS-BAS
506;CAP SIGLI;00:25:00;2;11;Novembre;2012;42;2;SORTIE;POSTE 13;CARGO;VELSERDIEP;3;20121167;PAYS-BAS
503;CHELIFF 6;00:55:08;2;11;Novembre;2012;43;2;SORTIE;POSTE 24;CARGO;CONTI PYRIT;3;20121166;PANAMA
505;CAP CARBON;00:55:08;2;11;Novembre;2012;43;2;SORTIE;POSTE 24;CARGO;CONTI PYRIT;3;20121166;PANAMA
506;CAP SIGLI;00:55:08;2;11;Novembre;2012;43;2;SORTIE;POSTE 24;CARGO;CONTI PYRIT;3;20121166;PANAMA
503;CHELIFF 6;02:20:00;2;11;Novembre;2012;44;1;ENTREE;POSTE 02;PETROLIER;PHOENIX ADMIRAL;1;20121221;SINGAPOUR
505;CAP CARBON;02:20:00;2;11;Novembre;2012;44;1;ENTREE;POSTE 02;PETROLIER;PHOENIX ADMIRAL;1;20121221;SINGAPOUR
506;CAP SIGLI;02:20:00;2;11;Novembre;2012;44;1;ENTREE;POSTE 02;PETROLIER;PHOENIX ADMIRAL;1;20121221;SINGAPOUR
503;CHELIFF 6;01:00:00;2;11;Novembre;2012;45;1;ENTREE;POSTE 24;CARGO;WESTERLAND;1;20121217;ANTIGUA ET BARBUDA
506;CAP SIGLI;00:39:41;2;11;Novembre;2012;46;1;ENTREE;POSTE 18;CARGO;PADNA;5;20121188;SAINT-VINCENT ET GRENADINE
503;CHELIFF 6;00:40:00;2;11;Novembre;2012;47;2;SORTIE;POSTE 09;RO/RO;CARIBANA EXPRESS;2;20121208;PANAMA
505;CAP CARBON;00:45:00;2;11;Novembre;2012;48;1;ENTREE;POSTE 13;CARGO;IBN SINA II;4;20121219;ALGERIE
506;CAP SIGLI;00:45:00;2;11;Novembre;2012;48;1;ENTREE;POSTE 13;CARGO;IBN SINA II;4;20121219;ALGERIE
503;CHELIFF 6;00:29:48;2;11;Novembre;2012;49;2;SORTIE;POSTE 14;CARGO;SEA DISCOVERY;3;20121185;CHYPRE
503;CHELIFF 6;00:40:00;2;11;Novembre;2012;50;1;ENTREE;POSTE 19;CARGO;CDRY WHITE;6;20121192;ITALIE
505;CAP CARBON;00:50:00;2;11;Novembre;2012;51;2;SORTIE;POSTE 17;PORTE CONTENEURS;SEA BREEZE;0;20121206;ANTIGUA ET BARBUDA
506;CAP SIGLI;00:50:00;2;11;Novembre;2012;51;2;SORTIE;POSTE 17;PORTE CONTENEURS;SEA BREEZE;0;20121206;ANTIGUA ET BARBUDA
503;CHELIFF 6;00:35:00;2;11;Novembre;2012;52;2;SORTIE;POSTE 24;CARGO;WESTERLAND;1;20121217;ANTIGUA ET BARBUDA
503;CHELIFF 6;00:55:00;3;11;Novembre;2012;53;2;SORTIE;POSTE 21;CEREALIER;DORIC SPIRIT;11;20121150;GRECE
505;CAP CARBON;00:55:00;3;11;Novembre;2012;53;2;SORTIE;POSTE 21;CEREALIER;DORIC SPIRIT;11;20121150;GRECE
506;CAP SIGLI;00:55:00;3;11;Novembre;2012;53;2;SORTIE;POSTE 21;CEREALIER;DORIC SPIRIT;11;20121150;GRECE
503;CHELIFF 6;01:15:01;3;11;Novembre;2012;54;1;ENTREE;RADE;CEREALIER;TRITON SWALLOW;12;20121195;PANAMA
505;CAP CARBON;01:15:01;3;11;Novembre;2012;54;1;ENTREE;RADE;CEREALIER;TRITON SWALLOW;12;20121195;PANAMA
506;CAP SIGLI;01:15:01;3;11;Novembre;2012;54;1;ENTREE;RADE;CEREALIER;TRITON SWALLOW;12;20121195;PANAMA
505;CAP CARBON;00:54:40;3;11;Novembre;2012;55;1;ENTREE;POSTE 24;GAZIER;BAROUDA;2;20121199;ALGERIE
506;CAP SIGLI;00:54:40;3;11;Novembre;2012;55;1;ENTREE;POSTE 24;GAZIER;BAROUDA;2;20121199;ALGERIE
503;CHELIFF 6;00:35:00;4;11;Novembre;2012;56;1;ENTREE;POSTE 19;NAVIRE CARBURANT;SOPHIA;2;20121223;ILES MARSHALL
505;CAP CARBON;01:45:00;3;11;Novembre;2012;57;1;ENTREE;SPM;PETROLIER;SCF BAIKAL;1;20121225;LIBERIA
506;CAP SIGLI;01:45:00;3;11;Novembre;2012;57;1;ENTREE;SPM;PETROLIER;SCF BAIKAL;1;20121225;LIBERIA
505;CAP CARBON;20:59:59;3;11;Novembre;2012;58;7;ASSISTANCE SPM;SPM;PETROLIER;SCF BAIKAL;1;20121225;LIBERIA
501;SEYBOUSE 3;01:14:59;3;11;Novembre;2012;59;11;MOUVEMENT;POSTE 26;RO/RO;TELEGHMA;23;20121218;ALGERIE
503;CHELIFF 6;01:14:59;3;11;Novembre;2012;59;11;MOUVEMENT;POSTE 26;RO/RO;TELEGHMA;23;20121218;ALGERIE
506;CAP SIGLI;01:14:59;3;11;Novembre;2012;59;11;MOUVEMENT;POSTE 26;RO/RO;TELEGHMA;23;20121218;ALGERIE
501;SEYBOUSE 3;01:00:00;3;11;Novembre;2012;60;2;SORTIE;POSTE 02;PETROLIER;PHOENIX ADMIRAL;1;20121221;SINGAPOUR
503;CHELIFF 6;01:00:00;3;11;Novembre;2012;60;2;SORTIE;POSTE 02;PETROLIER;PHOENIX ADMIRAL;1;20121221;SINGAPOUR
506;CAP SIGLI;01:00:00;3;11;Novembre;2012;60;2;SORTIE;POSTE 02;PETROLIER;PHOENIX ADMIRAL;1;20121221;SINGAPOUR
501;SEYBOUSE 3;01:05:00;3;11;Novembre;2012;61;1;ENTREE;POSTE 17;CEREALIER;BOKA;12;20121144;SAINT-VINCENT ET GRENADINE
503;CHELIFF 6;01:05:00;3;11;Novembre;2012;61;1;ENTREE;POSTE 17;CEREALIER;BOKA;12;20121144;SAINT-VINCENT ET GRENADINE
506;CAP SIGLI;01:05:00;3;11;Novembre;2012;61;1;ENTREE;POSTE 17;CEREALIER;BOKA;12;20121144;SAINT-VINCENT ET GRENADINE
501;SEYBOUSE 3;01:04:52;3;11;Novembre;2012;62;1;ENTREE;POSTE 01;NAVIRE CARBURANT;FS DIANE;4;20121224;FRANCE
506;CAP SIGLI;01:04:52;3;11;Novembre;2012;62;1;ENTREE;POSTE 01;NAVIRE CARBURANT;FS DIANE;4;20121224;FRANCE
501;SEYBOUSE 3;00:30:11;3;11;Novembre;2012;63;2;SORTIE;POSTE 11;CARGO;HAZAL;5;20121163;MALTE
506;CAP SIGLI;00:30:11;3;11;Novembre;2012;63;2;SORTIE;POSTE 11;CARGO;HAZAL;5;20121163;MALTE
503;CHELIFF 6;01:00:00;3;11;Novembre;2012;64;1;ENTREE;POSTE 11;CARGO;ALFA TWILIGHT;5;20121187;MALTE
503;CHELIFF 6;00:30:00;3;11;Novembre;2012;65;2;SORTIE;POSTE 18;CARGO;EDRO V;4;20121177;SIERRA LEONE
503;CHELIFF 6;00:40:01;3;11;Novembre;2012;66;2;SORTIE;POSTE 22;PORTE CONTENEURS;CONSOUTH;2;20121165;ANTIGUA ET BARBUDA
506;CAP SIGLI;00:40:01;3;11;Novembre;2012;66;2;SORTIE;POSTE 22;PORTE CONTENEURS;CONSOUTH;2;20121165;ANTIGUA ET BARBUDA
501;SEYBOUSE 3;01:14:59;4;11;Novembre;2012;67;1;ENTREE;POSTE 22;PORTE CONTENEURS;KOLLMAR;4;20121171;LIBERIA
503;CHELIFF 6;01:14:59;4;11;Novembre;2012;67;1;ENTREE;POSTE 22;PORTE CONTENEURS;KOLLMAR;4;20121171;LIBERIA
506;CAP SIGLI;01:14:59;4;11;Novembre;2012;67;1;ENTREE;POSTE 22;PORTE CONTENEURS;KOLLMAR;4;20121171;LIBERIA
506;CAP SIGLI;06:14:59;4;11;Novembre;2012;68;7;ASSISTANCE SPM;SPM;PETROLIER;SCF BAIKAL;1;20121225;LIBERIA
506;CAP SIGLI;00:22:11;4;11;Novembre;2012;69;2;SORTIE;SPM;PETROLIER;SCF BAIKAL;1;20121225;LIBERIA
503;CHELIFF 6;01:05:08;5;11;Novembre;2012;70;2;SORTIE;POSTE 24;CARGO;SEA  PROSPECT;3;20121125;CHYPRE
505;CAP CARBON;01:05:08;5;11;Novembre;2012;70;2;SORTIE;POSTE 24;CARGO;SEA  PROSPECT;3;20121125;CHYPRE
506;CAP SIGLI;01:05:08;5;11;Novembre;2012;70;2;SORTIE;POSTE 24;CARGO;SEA  PROSPECT;3;20121125;CHYPRE
503;CHELIFF 6;01:10:19;5;11;Novembre;2012;71;1;ENTREE;POSTE 21;CEREALIER;DING XIANG HAI;17;20121203;PANAMA
505;CAP CARBON;01:10:19;5;11;Novembre;2012;71;1;ENTREE;POSTE 21;CEREALIER;DING XIANG HAI;17;20121203;PANAMA
506;CAP SIGLI;01:10:19;5;11;Novembre;2012;71;1;ENTREE;POSTE 21;CEREALIER;DING XIANG HAI;17;20121203;PANAMA
505;CAP CARBON;00:45:00;5;11;Novembre;2012;72;1;ENTREE;POSTE 09;RO/RO;HANSALAND;1;20121231;BAHAMAS
506;CAP SIGLI;00:45:00;5;11;Novembre;2012;72;1;ENTREE;POSTE 09;RO/RO;HANSALAND;1;20121231;BAHAMAS
505;CAP CARBON;00:45:00;5;11;Novembre;2012;73;2;SORTIE;POSTE 24;GAZIER;BAROUDA;2;20121199;ALGERIE
506;CAP SIGLI;00:45:00;5;11;Novembre;2012;73;2;SORTIE;POSTE 24;GAZIER;BAROUDA;2;20121199;ALGERIE
503;CHELIFF 6;00:55:00;5;11;Novembre;2012;74;1;ENTREE;POSTE 24;CARGO;CAMI;4;20121210;PANAMA
505;CAP CARBON;00:55:00;5;11;Novembre;2012;74;1;ENTREE;POSTE 24;CARGO;CAMI;4;20121210;PANAMA
506;CAP SIGLI;00:55:00;5;11;Novembre;2012;74;1;ENTREE;POSTE 24;CARGO;CAMI;4;20121210;PANAMA
505;CAP CARBON;00:50:08;6;11;Novembre;2012;75;2;SORTIE;POSTE 19;NAVIRE CARBURANT;SOPHIA;2;20121223;ILES MARSHALL
506;CAP SIGLI;00:50:08;6;11;Novembre;2012;75;2;SORTIE;POSTE 19;NAVIRE CARBURANT;SOPHIA;2;20121223;ILES MARSHALL
503;CHELIFF 6;00:35:12;6;11;Novembre;2012;76;11;MOUVEMENT;POSTE 19;CARGO;CDRY WHITE;6;20121192;ITALIE
503;CHELIFF 6;00:40:00;6;11;Novembre;2012;77;1;ENTREE;RADE;CARGO;H HASAN TURAN;8;20121205;TURQUIE
505;CAP CARBON;00:40:00;6;11;Novembre;2012;77;1;ENTREE;RADE;CARGO;H HASAN TURAN;8;20121205;TURQUIE
506;CAP SIGLI;00:40:00;6;11;Novembre;2012;77;1;ENTREE;RADE;CARGO;H HASAN TURAN;8;20121205;TURQUIE
505;CAP CARBON;00:25:08;6;11;Novembre;2012;78;2;SORTIE;POSTE 13;CARGO;IBN SINA II;4;20121219;ALGERIE
506;CAP SIGLI;00:25:08;6;11;Novembre;2012;78;2;SORTIE;POSTE 13;CARGO;IBN SINA II;4;20121219;ALGERIE
503;CHELIFF 6;00:39:41;6;11;Novembre;2012;79;2;SORTIE;POSTE 09;RO/RO;HANSALAND;1;20121231;BAHAMAS
505;CAP CARBON;00:39:41;6;11;Novembre;2012;79;2;SORTIE;POSTE 09;RO/RO;HANSALAND;1;20121231;BAHAMAS
503;CHELIFF 6;00:35:00;7;11;Novembre;2012;80;2;SORTIE;POSTE 12;CARGO;ANE;6;20121190;SAINT-VINCENT ET GRENADINE
503;CHELIFF 6;00:35:01;7;11;Novembre;2012;81;1;ENTREE;POSTE 12;RO/RO;VAAGEN;1;20121228;BELIZE
505;CAP CARBON;00:35:01;7;11;Novembre;2012;81;1;ENTREE;POSTE 12;RO/RO;VAAGEN;1;20121228;BELIZE
506;CAP SIGLI;00:35:01;7;11;Novembre;2012;81;1;ENTREE;POSTE 12;RO/RO;VAAGEN;1;20121228;BELIZE
503;CHELIFF 6;00:40:11;7;11;Novembre;2012;82;1;ENTREE;POSTE 13;CARGO;DARJA;3;20121215;BELIZE
505;CAP CARBON;00:15:19;7;11;Novembre;2012;83;2;SORTIE;POSTE 01;NAVIRE CARBURANT;FS DIANE;4;20121224;FRANCE
506;CAP SIGLI;00:15:19;7;11;Novembre;2012;83;2;SORTIE;POSTE 01;NAVIRE CARBURANT;FS DIANE;4;20121224;FRANCE
503;CHELIFF 6;00:35:19;7;11;Novembre;2012;84;2;SORTIE;POSTE 18;CARGO;PADNA;5;20121188;SAINT-VINCENT ET GRENADINE
503;CHELIFF 6;00:49:52;7;11;Novembre;2012;85;1;ENTREE;POSTE 18;CARGO;STHENO;5;20121214;GRECE
503;CHELIFF 6;00:40:00;8;11;Novembre;2012;86;2;SORTIE;POSTE 19;CARGO;CDRY WHITE;6;20121192;ITALIE
503;CHELIFF 6;01:00:00;8;11;Novembre;2012;87;2;SORTIE;POSTE 22;PORTE CONTENEURS;KOLLMAR;4;20121171;LIBERIA
505;CAP CARBON;01:00:00;8;11;Novembre;2012;87;2;SORTIE;POSTE 22;PORTE CONTENEURS;KOLLMAR;4;20121171;LIBERIA
506;CAP SIGLI;01:00:00;8;11;Novembre;2012;87;2;SORTIE;POSTE 22;PORTE CONTENEURS;KOLLMAR;4;20121171;LIBERIA
503;CHELIFF 6;00:40:00;8;11;Novembre;2012;88;1;ENTREE;POSTE 22;PORTE CONTENEURS;PIONEER LAKE;1;20121175;LIBERIA
505;CAP CARBON;00:40:00;8;11;Novembre;2012;88;1;ENTREE;POSTE 22;PORTE CONTENEURS;PIONEER LAKE;1;20121175;LIBERIA
506;CAP SIGLI;00:40:00;8;11;Novembre;2012;88;1;ENTREE;POSTE 22;PORTE CONTENEURS;PIONEER LAKE;1;20121175;LIBERIA
505;CAP CARBON;00:45:00;8;11;Novembre;2012;89;1;ENTREE;RADE;NAVIRE CARBURANT;SOPHIA;4;20121245;ILES MARSHALL
506;CAP SIGLI;00:45:00;8;11;Novembre;2012;89;1;ENTREE;RADE;NAVIRE CARBURANT;SOPHIA;4;20121245;ILES MARSHALL
503;CHELIFF 6;00:20:11;8;11;Novembre;2012;90;2;SORTIE;POSTE 11;CARGO;ALFA TWILIGHT;5;20121187;MALTE
505;CAP CARBON;00:34:59;8;11;Novembre;2012;91;1;ENTREE;POSTE 11;CARGO;ARISTOKLIS K;6;20121227;CHYPRE
506;CAP SIGLI;00:34:59;8;11;Novembre;2012;91;1;ENTREE;POSTE 11;CARGO;ARISTOKLIS K;6;20121227;CHYPRE
503;CHELIFF 6;00:20:19;8;11;Novembre;2012;92;2;SORTIE;POSTE 12;RO/RO;VAAGEN;1;20121228;BELIZE
505;CAP CARBON;00:20:19;8;11;Novembre;2012;92;2;SORTIE;POSTE 12;RO/RO;VAAGEN;1;20121228;BELIZE
506;CAP SIGLI;00:20:19;8;11;Novembre;2012;92;2;SORTIE;POSTE 12;RO/RO;VAAGEN;1;20121228;BELIZE
503;CHELIFF 6;01:00:00;9;11;Novembre;2012;93;2;SORTIE;POSTE 24;CARGO;CAMI;4;20121210;PANAMA
505;CAP CARBON;01:00:00;9;11;Novembre;2012;93;2;SORTIE;POSTE 24;CARGO;CAMI;4;20121210;PANAMA
506;CAP SIGLI;01:00:00;9;11;Novembre;2012;93;2;SORTIE;POSTE 24;CARGO;CAMI;4;20121210;PANAMA
503;CHELIFF 6;00:35:00;31;12;Decembre;2012;94;1;ENTREE;POSTE 14;CARGO;LIM;4;20121429;SAINT-VINCENT ET GRENADINE
505;CAP CARBON;00:35:00;31;12;Decembre;2012;94;1;ENTREE;POSTE 14;CARGO;LIM;4;20121429;SAINT-VINCENT ET GRENADINE
506;CAP SIGLI;00:35:00;31;12;Decembre;2012;94;1;ENTREE;POSTE 14;CARGO;LIM;4;20121429;SAINT-VINCENT ET GRENADINE
503;CHELIFF 6;00:35:01;31;12;Decembre;2012;95;1;ENTREE;POSTE 11;CARGO;DARJA;1;20121445;BELIZE
503;CHELIFF 6;00:35:00;31;12;Decembre;2012;96;1;ENTREE;POSTE 24;CARGO;TREFIN UNITY;1;20121462;MALTE
503;CHELIFF 6;00:35:00;31;12;Decembre;2012;97;1;ENTREE;POSTE 09;RO/RO;VAAGEN;1;20121466;BELIZE
505;CAP CARBON;00:35:00;31;12;Decembre;2012;97;1;ENTREE;POSTE 09;RO/RO;VAAGEN;1;20121466;BELIZE
506;CAP SIGLI;00:35:00;31;12;Decembre;2012;97;1;ENTREE;POSTE 09;RO/RO;VAAGEN;1;20121466;BELIZE
503;CHELIFF 6;00:50:11;31;12;Decembre;2012;98;1;ENTREE;POSTE 22;PORTE CONTENEURS;ALEMANIA;3;20121410;ANTIGUA ET BARBUDA
505;CAP CARBON;00:50:11;31;12;Decembre;2012;98;1;ENTREE;POSTE 22;PORTE CONTENEURS;ALEMANIA;3;20121410;ANTIGUA ET BARBUDA
506;CAP SIGLI;00:50:11;31;12;Decembre;2012;98;1;ENTREE;POSTE 22;PORTE CONTENEURS;ALEMANIA;3;20121410;ANTIGUA ET BARBUDA
503;CHELIFF 6;00:25:07;1;1;janvier;2013;99;2;SORTIE;POSTE 12;CIMENTIER;DURABULK;4;20121426;PANAMA
503;CHELIFF 6;00:35:00;1;1;janvier;2013;100;1;ENTREE;POSTE 12;CARGO;STAPELMOOR;1;20121434;ANTIGUA ET BARBUDA
505;CAP CARBON;00:44:41;1;1;janvier;2013;101;1;ENTREE;POSTE 19;NAVIRE CARBURANT;SOPHIA;1;20130001;ILES MARSHALL
506;CAP SIGLI;00:44:41;1;1;janvier;2013;101;1;ENTREE;POSTE 19;NAVIRE CARBURANT;SOPHIA;1;20130001;ILES MARSHALL
503;CHELIFF 6;01:05:00;1;1;janvier;2013;102;2;SORTIE;POSTE 24;CARGO;TREFIN UNITY;1;20121462;MALTE
503;CHELIFF 6;01:10:07;1;1;janvier;2013;103;1;ENTREE;POSTE 24;CARGO;SUNRISE SKY;5;20121415;PANAMA
505;CAP CARBON;01:10:07;1;1;janvier;2013;103;1;ENTREE;POSTE 24;CARGO;SUNRISE SKY;5;20121415;PANAMA
506;CAP SIGLI;01:10:07;1;1;janvier;2013;103;1;ENTREE;POSTE 24;CARGO;SUNRISE SKY;5;20121415;PANAMA
503;CHELIFF 6;00:49:41;1;1;janvier;2013;104;2;SORTIE;POSTE 09;RO/RO;VAAGEN;1;20121466;BELIZE
505;CAP CARBON;00:49:41;1;1;janvier;2013;104;2;SORTIE;POSTE 09;RO/RO;VAAGEN;1;20121466;BELIZE
506;CAP SIGLI;00:49:41;1;1;janvier;2013;104;2;SORTIE;POSTE 09;RO/RO;VAAGEN;1;20121466;BELIZE
503;CHELIFF 6;00:10:07;1;1;janvier;2013;105;2;SORTIE;POSTE 11;CARGO;DARJA;1;20121445;BELIZE
503;CHELIFF 6;00:35:00;1;1;janvier;2013;106;1;ENTREE;POSTE 19;CARGO;ISKANDER;5;20121448;TUNISIE
503;CHELIFF 6;00:30:00;2;1;janvier;2013;107;2;SORTIE;POSTE 01;NAVIRE CARBURANT;SARACENA;3;20121461;ITALIE
505;CAP CARBON;00:30:00;2;1;janvier;2013;107;2;SORTIE;POSTE 01;NAVIRE CARBURANT;SARACENA;3;20121461;ITALIE
506;CAP SIGLI;00:30:00;2;1;janvier;2013;107;2;SORTIE;POSTE 01;NAVIRE CARBURANT;SARACENA;3;20121461;ITALIE
505;CAP CARBON;00:29:48;2;1;janvier;2013;108;2;SORTIE;POSTE 19;NAVIRE CARBURANT;SOPHIA;1;20130001;ILES MARSHALL
506;CAP SIGLI;00:29:48;2;1;janvier;2013;108;2;SORTIE;POSTE 19;NAVIRE CARBURANT;SOPHIA;1;20130001;ILES MARSHALL
503;CHELIFF 6;00:40:00;2;1;janvier;2013;109;1;ENTREE;POSTE 26;CARGO;ELENI K II;1;20121458;GRECE
505;CAP CARBON;00:54:41;2;1;janvier;2013;110;1;ENTREE;POSTE 18;CARGO;REFIOGLU;8;20121450;TURQUIE
506;CAP SIGLI;00:54:41;2;1;janvier;2013;110;1;ENTREE;POSTE 18;CARGO;REFIOGLU;8;20121450;TURQUIE
503;CHELIFF 6;00:25:00;2;1;janvier;2013;111;2;SORTIE;POSTE 12;CARGO;STAPELMOOR;1;20121434;ANTIGUA ET BARBUDA
503;CHELIFF 6;00:50:13;2;1;janvier;2013;112;11;MOUVEMENT;POSTE 26;CARGO;ELENI K II;1;20121458;GRECE
503;CHELIFF 6;00:45:07;3;1;janvier;2013;113;2;SORTIE;POSTE 19;CARGO;SEA ENDURANCE;6;20121428;CHYPRE
503;CHELIFF 6;00:40:01;3;1;janvier;2013;114;1;ENTREE;POSTE 19;CARGO;LAGUNA;0;20130008;TANZANIE
503;CHELIFF 6;00:50:00;3;1;janvier;2013;115;2;SORTIE;POSTE 22;PORTE CONTENEURS;ALEMANIA;3;20121410;ANTIGUA ET BARBUDA
505;CAP CARBON;00:50:00;3;1;janvier;2013;115;2;SORTIE;POSTE 22;PORTE CONTENEURS;ALEMANIA;3;20121410;ANTIGUA ET BARBUDA
506;CAP SIGLI;00:50:00;3;1;janvier;2013;115;2;SORTIE;POSTE 22;PORTE CONTENEURS;ALEMANIA;3;20121410;ANTIGUA ET BARBUDA
503;CHELIFF 6;01:10:00;3;1;janvier;2013;116;1;ENTREE;POSTE 22;PORTE CONTENEURS;STADT SCHWERIN;2;20121427;ANTIGUA ET BARBUDA
505;CAP CARBON;01:10:00;3;1;janvier;2013;116;1;ENTREE;POSTE 22;PORTE CONTENEURS;STADT SCHWERIN;2;20121427;ANTIGUA ET BARBUDA
506;CAP SIGLI;01:10:00;3;1;janvier;2013;116;1;ENTREE;POSTE 22;PORTE CONTENEURS;STADT SCHWERIN;2;20121427;ANTIGUA ET BARBUDA
503;CHELIFF 6;00:30:00;3;1;janvier;2013;117;2;SORTIE;POSTE 19;CARGO;LAGUNA;0;20130008;TANZANIE
503;CHELIFF 6;00:45:00;3;1;janvier;2013;118;11;MOUVEMENT;POSTE 19;CARGO;ISKANDER;5;20121448;TUNISIE
503;CHELIFF 6;00:35:00;3;1;janvier;2013;119;1;ENTREE;RADE;CARGO;HARMONYS;12;20121439;PAYS-BAS
503;CHELIFF 6;00:29:47;3;1;janvier;2013;120;2;SORTIE;POSTE 26;CARGO;ELENI K II;1;20121458;GRECE
503;CHELIFF 6;00:40:00;3;1;janvier;2013;121;1;ENTREE;RADE;CARGO;TURABI  EFENDI;4;20121435;TURQUIE
505;CAP CARBON;00:34:41;3;1;janvier;2013;122;2;SORTIE;POSTE 13;CARGO;IBN SINA II;6;20121446;ALGERIE
506;CAP SIGLI;00:34:41;3;1;janvier;2013;122;2;SORTIE;POSTE 13;CARGO;IBN SINA II;6;20121446;ALGERIE
505;CAP CARBON;00:35:07;3;1;janvier;2013;123;1;ENTREE;POSTE 12;CARGO;ALIDA S;6;20121431;ITALIE
506;CAP SIGLI;00:35:07;3;1;janvier;2013;123;1;ENTREE;POSTE 12;CARGO;ALIDA S;6;20121431;ITALIE
503;CHELIFF 6;00:35:00;4;1;janvier;2013;124;2;SORTIE;POSTE 14;CARGO;LIM;4;20121429;SAINT-VINCENT ET GRENADINE
505;CAP CARBON;00:35:00;4;1;janvier;2013;124;2;SORTIE;POSTE 14;CARGO;LIM;4;20121429;SAINT-VINCENT ET GRENADINE
506;CAP SIGLI;00:35:00;4;1;janvier;2013;124;2;SORTIE;POSTE 14;CARGO;LIM;4;20121429;SAINT-VINCENT ET GRENADINE
505;CAP CARBON;00:45:00;4;1;janvier;2013;125;1;ENTREE;POSTE 14;CARGO;ARISTOKLIS K;5;20121455;CHYPRE
506;CAP SIGLI;00:45:00;4;1;janvier;2013;125;1;ENTREE;POSTE 14;CARGO;ARISTOKLIS K;5;20121455;CHYPRE
503;CHELIFF 6;01:00:00;4;1;janvier;2013;126;1;ENTREE;POSTE 01;NAVIRE CARBURANT;SARACENA;3;20130012;ITALIE
505;CAP CARBON;01:00:00;4;1;janvier;2013;126;1;ENTREE;POSTE 01;NAVIRE CARBURANT;SARACENA;3;20130012;ITALIE
506;CAP SIGLI;01:00:00;4;1;janvier;2013;126;1;ENTREE;POSTE 01;NAVIRE CARBURANT;SARACENA;3;20130012;ITALIE
503;CHELIFF 6;01:09:41;5;1;janvier;2013;127;2;SORTIE;POSTE 21;CEREALIER;HEILAN  BRIGHT;9;20121442;PANAMA
505;CAP CARBON;01:09:41;5;1;janvier;2013;127;2;SORTIE;POSTE 21;CEREALIER;HEILAN  BRIGHT;9;20121442;PANAMA
506;CAP SIGLI;01:09:41;5;1;janvier;2013;127;2;SORTIE;POSTE 21;CEREALIER;HEILAN  BRIGHT;9;20121442;PANAMA
